,,,pop_served,weighted_value,avg_contamination
Chippewa,Uranium,2001,211,365.03,1.7299999999999998
Chippewa,Uranium,2007,516,158.9,0.30794573643410855
Chippewa,Uranium,2008,5448,76326.48,14.01
Chisago,Arsenic,1999,11633,9053.1,0.7782257371271384
Chisago,Arsenic,2000,12491,12758.75,1.0214354335121287
Chisago,Arsenic,2001,3500,1750.0,0.5
Chisago,Arsenic,2002,15453,14269.650000000001,0.9234226363812853
Chisago,Arsenic,2003,2741,3156.1000000000004,1.1514410798978476
Chisago,Arsenic,2005,4591,2430.4,0.5293835765628404
Chisago,Arsenic,2006,5761,3255.66,0.5651206387779899
Chisago,Arsenic,2007,9896,5043.0,0.5095998383185125
Chisago,Arsenic,2008,4679,3877.22,0.8286428724086343
Chisago,Arsenic,2009,5681,2840.5,0.5
Chisago,Arsenic,2010,8000,6270.0,0.78375
Chisago,Arsenic,2011,11125,11570.71,1.040063820224719
Chisago,Arsenic,2012,9258,5513.48,0.5955368330092892
Chisago,Arsenic,2013,4193,2489.62,0.5937562604340567
Chisago,Arsenic,2014,2466,3902.45,1.5825020275750201
Chisago,Arsenic,2015,7866,3933.0,0.5
Chisago,Arsenic,2016,5413,4945.0,0.9135414742287087
Chisago,DEHP,1999,677,1354.0,2.0
Chisago,DEHP,2002,1663,8001.5,4.811485267588695
Chisago,DEHP,2003,1039,2078.0,2.0
Chisago,DEHP,2004,53,106.0,2.0
Chisago,DEHP,2006,1039,2078.0,2.0
Chisago,DEHP,2007,677,203.1,0.3
Chisago,DEHP,2008,1039,311.7,0.3
Chisago,DEHP,2010,1716,514.8,0.3
Chisago,DEHP,2011,5418,4876.2,0.8999999999999999
Chisago,DEHP,2012,4500,6490.799999999999,1.4424
Chisago,DEHP,2013,10842,11522.680000000002,1.0627817745803358
Chisago,DEHP,2014,5296,4814.1,0.9090067975830817
Chisago,DEHP,2015,4928,4435.2,0.8999999999999999
Chisago,DEHP,2016,14534,5016.999999999999,0.34519058758772525
Chisago,Nitrates,1999,24124,2157260.0,89.42381031338087
Chisago,Nitrates,2000,24124,1720870.0,71.33435582822086
Chisago,Nitrates,2001,24576,1794850.0,73.03263346354167
Chisago,Nitrates,2002,24576,2506750.0,101.99991861979167
Chisago,Nitrates,2003,24576,2015900.0,82.02718098958333
Chisago,Nitrates,2004,24576,1527260.0,62.144368489583336
Chisago,Nitrates,2005,24576,1485160.0,60.431315104166664
Chisago,Nitrates,2006,24576,2300720.0,93.61653645833333
Chisago,Nitrates,2007,25076,2602220.0,103.77332907959803
Chisago,Nitrates,2008,25076,1847070.0,73.65887701387781
Chisago,Nitrates,2009,25076,2086720.0,83.21582389535811
Chisago,Nitrates,2010,25076,3360530.0,134.0137980539161
Chisago,Nitrates,2011,26478,2705740.0,102.18823173955737
Chisago,Nitrates,2012,26647,2539000.0,95.28277104364469
Chisago,Nitrates,2013,27375,2760840.0,100.85260273972602
Chisago,Nitrates,2014,27489,2947280.0,107.21670486376368
Chisago,Nitrates,2015,27688,3300950.0,119.21951748049696
Chisago,Nitrates,2016,28101,3053740.0,108.67015408704317
Chisago,Uranium,1999,3638,13752.86,3.7803353490929084
Chisago,Uranium,2000,80,238.4,2.98
Chisago,Uranium,2003,8030,15075.14,1.8773524283935241
Chisago,Uranium,2004,8030,18565.34,2.311997509339975
Chisago,Uranium,2005,3540,1770.0,0.5
Chisago,Uranium,2007,3540,1770.0,0.5
Chisago,Uranium,2009,1432,1861.6000000000001,1.3
Chisago,Uranium,2010,4490,17794.98,3.9632472160356347
Chisago,Uranium,2011,3072,13793.28,4.49
Chisago,Uranium,2012,4429,11266.71,2.5438496274554074
Chisago,Uranium,2016,1426,484.84000000000003,0.34
Chittenden,Arsenic,1999,128650,65506.0,0.5091799455888069
Chittenden,Arsenic,2000,126848,64423.0,0.5078755676084763
Chittenden,Arsenic,2001,127204,67540.25,0.5309601113172542
Chittenden,Arsenic,2002,128430,68208.5,0.531094759791326
Chittenden,Arsenic,2003,126980,66040.0,0.5200819026618365
Chittenden,Arsenic,2004,127063,66996.5,0.5272699369604055
Chittenden,Arsenic,2005,3425,4578.5,1.3367883211678833
Chittenden,Arsenic,2006,71984,36352.0,0.5050011113580796
Chittenden,Arsenic,2007,124005,88303.0,0.7120922543445829
Chittenden,Arsenic,2008,72710,36980.0,0.5085957915004814
Chittenden,Arsenic,2009,71773,36141.0,0.5035459016621849
Chittenden,Arsenic,2010,72229,38177.0,0.5285550125295934
Chittenden,Arsenic,2011,71838,35919.0,0.5
Chittenden,Arsenic,2012,76381,38377.0,0.5024417067071654
Chittenden,Arsenic,2013,77381,38809.5,0.5015378452074799
Chittenden,Arsenic,2014,78243,46231.5,0.5908707488209808
Chittenden,Arsenic,2015,75743,37946.5,0.5009901905126546
Chittenden,Arsenic,2016,125946,62973.0,0.5
Chittenden,DEHP,1999,126812,38043.6,0.3
Chittenden,DEHP,2000,53101,15930.3,0.3
Chittenden,DEHP,2001,54477,16343.099999999999,0.3
Chittenden,DEHP,2002,73817,22145.100000000002,0.30000000000000004
Chittenden,DEHP,2003,72124,21637.200000000004,0.30000000000000004
Chittenden,DEHP,2004,53698,16109.4,0.3
Chittenden,DEHP,2005,71583,21689.700000000004,0.30300071245966226
Chittenden,DEHP,2006,280,420.0,1.5
Chittenden,DEHP,2007,53566,80272.8,1.4985774558488594
Chittenden,DEHP,2008,72404,22921.200000000004,0.3165736699629855
Chittenden,DEHP,2009,72131,22511.700000000004,0.31209466110271594
Chittenden,DEHP,2010,53689,80533.5,1.5
Chittenden,DEHP,2011,72404,22921.200000000004,0.3165736699629855
Chittenden,DEHP,2012,727,1090.5,1.5
Chittenden,DEHP,2013,53566,132923.0,2.481480790053392
Chittenden,DEHP,2014,1000,1500.0,1.5
Chittenden,DEHP,2015,75041,23384.700000000004,0.3116256446475927
Chittenden,DEHP,2016,50741,76111.5,1.5
Chittenden,Nitrates,1999,132102,34611820.0,262.00829661927906
Chittenden,Nitrates,2000,131352,33508290.0,255.10300566416956
Chittenden,Nitrates,2001,132352,34337640.0,259.4417915860735
Chittenden,Nitrates,2002,131964,33738660.0,255.66563608256797
Chittenden,Nitrates,2003,132010,34420100.0,260.73858041057497
Chittenden,Nitrates,2004,132352,33990520.0,256.81908849129593
Chittenden,Nitrates,2005,58593,12582090.0,214.73708463468333
Chittenden,Nitrates,2006,132084,38097550.0,288.43425395960145
Chittenden,Nitrates,2007,132140,37191790.0,281.45746935068865
Chittenden,Nitrates,2008,132379,42446800.0,320.64602391618007
Chittenden,Nitrates,2009,79820,20599820.0,258.07842645953394
Chittenden,Nitrates,2010,132421,33667950.0,254.24932601324562
Chittenden,Nitrates,2011,132421,33611400.0,253.82227894367207
Chittenden,Nitrates,2012,136402,34538790.0,253.21322268001936
Chittenden,Nitrates,2013,136291,34321020.0,251.82161698131205
Chittenden,Nitrates,2014,133837,33379150.0,249.4015107929795
Chittenden,Nitrates,2015,133838,33317000.0,248.93527996533123
Chittenden,Nitrates,2016,133869,34163090.0,255.19791736697817
Chittenden,Uranium,2001,492,7814.999999999999,15.884146341463413
Chittenden,Uranium,2002,492,7704.839999999999,15.660243902439023
Chittenden,Uranium,2003,704,10014.0,14.224431818181818
Chittenden,Uranium,2004,1632,10430.04,6.390955882352942
Chittenden,Uranium,2005,420,6090.0,14.5
Chittenden,Uranium,2006,71934,40990.6,0.5698362387744321
Chittenden,Uranium,2007,71884,39594.8,0.5508152022703244
Chittenden,Uranium,2008,72032,41878.0,0.5813804975566415
Chittenden,Uranium,2009,71911,40367.0,0.5613466646271085
Chittenden,Uranium,2010,72649,44178.5,0.6081088521521287
Chittenden,Uranium,2011,72238,44977.36,0.622627426008472
Chittenden,Uranium,2012,75293,41577.5,0.5522093687328171
Chittenden,Uranium,2013,76433,40982.3,0.5361859406277394
Chittenden,Uranium,2014,75103,38576.259999999995,0.5136447279070077
Chittenden,Uranium,2015,74734,42680.0,0.5710921401236385
Chittenden,Uranium,2016,74735,42113.5,0.5635043821502642
Chowan,Arsenic,2010,5500,13750.0,2.5
Chowan,Arsenic,2012,10187,25467.5,2.5
Chowan,Arsenic,2013,5500,13750.0,2.5
Chowan,DEHP,2011,15687,10353.42,0.66
Chowan,DEHP,2014,15687,10353.42,0.66
Chowan,Nitrates,2010,15687,7843500.0,500.0
Chowan,Nitrates,2011,15687,7843500.0,500.0
Chowan,Nitrates,2012,15687,7843500.0,500.0
Chowan,Nitrates,2013,15687,7843500.0,500.0
Chowan,Nitrates,2014,15687,7843500.0,500.0
Chowan,Uranium,2011,10187,5093.5,0.5
Chowan,Uranium,2013,5500,2750.0,0.5
Christian,Arsenic,1999,44864,157551.0,3.5117466119828817
Christian,Arsenic,2000,62984,40639.0,0.6452273593293535
Christian,Arsenic,2001,90988,94636.0,1.0400931991031785
Christian,Arsenic,2002,44864,94636.0,2.109397289586305
Christian,Arsenic,2003,36127,180510.0,4.996539983945525
Christian,Arsenic,2004,82252,180510.0,2.1945970918640274
Christian,Arsenic,2005,54102,14801.82,0.2735909947876234
Christian,Arsenic,2006,36102,2527.1400000000003,0.07
Christian,Arsenic,2007,82291,54467.5,0.6618889064417737
Christian,Arsenic,2008,36102,36102.0,1.0
Christian,Arsenic,2009,36152,108306.0,2.995850851958398
Christian,Arsenic,2010,81912,36261.15,0.4426842220920012
Christian,Arsenic,2011,36508,18079.25,0.4952133778897776
Christian,Arsenic,2012,36701,18051.0,0.4918394594152748
Christian,Arsenic,2013,85279,15112.54,0.17721291290939153
Christian,Arsenic,2014,55183,63300.399999999994,1.1470996502546074
Christian,Arsenic,2015,37083,9258.25,0.2496629183183669
Christian,Arsenic,2016,88063,14188.7,0.16111988008584763
Christian,DEHP,1999,44864,22432.0,0.5
Christian,DEHP,2002,36102,25271.399999999998,0.7
Christian,DEHP,2005,36177,36102.0,0.9979268596069326
Christian,DEHP,2008,36102,17328.96,0.48
Christian,DEHP,2011,36447,18051.0,0.49526710017285375
Christian,DEHP,2012,549,0.0,0.0
Christian,DEHP,2014,37033,18516.5,0.5
Christian,Nitrates,1999,90873,138373440.0,1522.7123568056518
Christian,Nitrates,2000,90988,101129940.0,1111.4645887369763
Christian,Nitrates,2001,91014,81579110.0,896.3358384424374
Christian,Nitrates,2002,91014,91581710.0,1006.2376117959874
Christian,Nitrates,2003,91064,83127440.0,912.8463498199069
Christian,Nitrates,2004,82252,41220510.0,501.14902981082525
Christian,Nitrates,2005,82266,16986600.0,206.48384508788564
Christian,Nitrates,2006,80921,50196800.0,620.3185823210291
Christian,Nitrates,2007,82291,61878350.0,751.945534748636
Christian,Nitrates,2008,82041,116625690.0,1421.5537353274583
Christian,Nitrates,2009,42977,135599850.00000003,3155.172534146172
Christian,Nitrates,2010,81926,83634070.0,1020.8489368454459
Christian,Nitrates,2011,81967,86802469.99999999,1058.992887381507
Christian,Nitrates,2012,82414,70275700.0,852.715558036256
Christian,Nitrates,2013,85384,80568970.0,943.6073503232456
Christian,Nitrates,2014,86237,78232660.0,907.1820680218468
Christian,Nitrates,2015,86320,95260580.0,1103.5748378127896
Christian,Nitrates,2016,88011,68635550.0,779.8519503243913
Christian,Uranium,2002,43359,8035.2,0.18531792707396388
Christian,Uranium,2003,117,0.0,0.0
Christian,Uranium,2005,145,66.25,0.45689655172413796
Christian,Uranium,2006,25,72.5,2.9
Christian,Uranium,2008,36102,3610.2000000000003,0.1
Christian,Uranium,2010,36,0.0,0.0
Christian,Uranium,2011,18036,70560.0,3.9121756487025947
Christian,Uranium,2012,18025,48806.0,2.7076837725381413
Christian,Uranium,2013,25,0.0,0.0
Christian,Uranium,2014,30,0.0,0.0
Christian,Uranium,2015,37142,12174.08,0.32777125625975984
Christian,Uranium,2016,39120,12390.0,0.31671779141104295
Cibola,Arsenic,1999,31,15.5,0.5
Cibola,Arsenic,2000,10876,16848.82,1.5491743287973518
Cibola,Arsenic,2001,11547,47514.5,4.114878323374037
Cibola,Arsenic,2002,11166,40602.63,3.636273508866201
Cibola,Arsenic,2003,2582,20293.0,7.859411309062742
Cibola,Arsenic,2004,31,15.5,0.5
Cibola,Arsenic,2005,10876,64005.5,5.885022066936374
Cibola,Arsenic,2006,2002,5616.5,2.8054445554445553
Cibola,Arsenic,2007,611,6900.099999999999,11.293126022913256
Cibola,Arsenic,2008,10876,69445.8,6.385233541743288
Cibola,Arsenic,2009,13458,53781.630000000005,3.9962572447614804
Cibola,Arsenic,2010,11096,44341.6,3.996178803172314
Cibola,Arsenic,2011,11065,39540.5,3.5734749209218255
Cibola,Arsenic,2012,2452,12107.0,4.9376019575856445
Cibola,Arsenic,2013,481,5640.5,11.726611226611226
Cibola,Arsenic,2014,11250,45694.5,4.061733333333334
Cibola,Arsenic,2015,2452,12803.3,5.221574225122349
Cibola,Arsenic,2016,500,5200.0,10.4
Cibola,DEHP,2000,10876,307.16999999999996,0.028242920191246777
Cibola,DEHP,2001,12411,6472.9400000000005,0.521548626218677
Cibola,DEHP,2002,10876,7807.12,0.7178300845899227
Cibola,DEHP,2003,1449,570.12,0.3934575569358178
Cibola,DEHP,2004,580,174.0,0.3
Cibola,DEHP,2005,10876,3262.8,0.30000000000000004
Cibola,DEHP,2006,1504,128.54,0.08546542553191488
Cibola,DEHP,2007,31,6.2,0.2
Cibola,DEHP,2008,10907,2820.13,0.2585614742825708
Cibola,DEHP,2009,563,13.18,0.023410301953818827
Cibola,DEHP,2011,9065,453.25,0.05
Cibola,DEHP,2012,1257,75.41999999999999,0.05999999999999999
Cibola,DEHP,2014,10800,216.0,0.02
Cibola,DEHP,2015,1374,687.0,0.5
Cibola,Nitrates,1999,13489,29162450.0,2161.943064719401
Cibola,Nitrates,2001,13489,27561170.0,2043.2330046704722
Cibola,Nitrates,2003,13489,31476290.0,2333.4783897990956
Cibola,Nitrates,2004,13489,30492250.0,2260.5270961524207
Cibola,Nitrates,2005,13489,25036580.0,1856.0738379420268
Cibola,Nitrates,2006,13489,28746950.0,2131.140188301579
Cibola,Nitrates,2007,13489,36356960.00000001,2695.3043220401814
Cibola,Nitrates,2008,13489,27387760.0,2030.3773445029283
Cibola,Nitrates,2009,13489,29707770.0,2202.3700793238936
Cibola,Nitrates,2010,13548,28259590.0,2085.886477708887
Cibola,Nitrates,2011,13548,22459200.0,1657.750221434898
Cibola,Nitrates,2012,13283,27736680.0,2088.133704735376
Cibola,Nitrates,2013,13283,29202650.0,2198.498080252955
Cibola,Nitrates,2014,13283,26278260.0,1978.337724911541
Cibola,Nitrates,2015,13283,26865640.0,2022.5581570428367
Cibola,Nitrates,2016,13152,24430090.0,1857.5190085158151
Cibola,Uranium,2004,10876,68447.37,6.293432328061787
Cibola,Uranium,2005,1143,747.8,0.6542432195975503
Cibola,Uranium,2006,1841,1291.22,0.7013688212927757
Cibola,Uranium,2007,31,46.19,1.49
Cibola,Uranium,2008,1911,14007.630000000001,7.330000000000001
Cibola,Uranium,2009,1911,12746.369999999999,6.669999999999999
Cibola,Uranium,2010,2131,15424.0,7.23791647114031
Cibola,Uranium,2011,11065,67730.0,6.12110257568911
Cibola,Uranium,2012,1997,9288.0,4.650976464697045
Cibola,Uranium,2014,10800,49500.0,4.583333333333333
Cibola,Uranium,2015,2452,8105.3,3.305587275693312
Cibola,Uranium,2016,50,25.0,0.5
Citrus,Arsenic,1999,82356,167549.9,2.034458934382437
Citrus,Arsenic,2000,8202,27122.6,3.3068276030236525
Citrus,Arsenic,2001,7334,36040.0,4.914098718298336
Citrus,Arsenic,2002,82356,272445.3,3.3081414833163336
Citrus,Arsenic,2003,8117,16471.1,2.0292102993716887
Citrus,Arsenic,2004,85,297.5,3.5
Citrus,Arsenic,2005,82381,131397.96,1.5950032167611463
Citrus,Arsenic,2006,18442,24713.589999999993,1.3400710335104649
Citrus,Arsenic,2008,82356,52198.46,0.6338149011608141
Citrus,Arsenic,2009,15303,8672.440000000002,0.5667150231980659
Citrus,Arsenic,2010,7219,2952.6000000000004,0.40900401717689433
Citrus,Arsenic,2011,82356,49329.49,0.5989787022196318
Citrus,Arsenic,2012,8134,5478.5599999999995,0.6735382345709368
Citrus,Arsenic,2014,81475,95292.03999999998,1.169586253451979
Citrus,Arsenic,2015,8261,8734.039999999999,1.0572618327079044
Citrus,Arsenic,2016,4528,1358.3999999999999,0.3
Citrus,DEHP,1999,62949,48122.49999999999,0.7644680614465678
Citrus,DEHP,2000,22450,18940.399999999998,0.8436703786191536
Citrus,DEHP,2001,7334,7236.0,0.9866375784019634
Citrus,DEHP,2002,82356,60818.99,0.7384888775559765
Citrus,DEHP,2003,15311,8296.2,0.5418457318267912
Citrus,DEHP,2004,281,144.42000000000002,0.5139501779359431
Citrus,DEHP,2005,49375,20433.32,0.4138393924050633
Citrus,DEHP,2006,2048,693.3,0.338525390625
Citrus,DEHP,2008,39419,18918.16,0.47992490930769427
Citrus,DEHP,2009,9912,6779.96,0.6840153349475383
Citrus,DEHP,2010,7194,5395.5,0.75
Citrus,DEHP,2011,82356,76319.0,0.9266962941376463
Citrus,DEHP,2012,8134,3882.6500000000005,0.47733587410867967
Citrus,DEHP,2014,75927,29784.02,0.3922717873747152
Citrus,DEHP,2015,15660,10656.05,0.6804629629629629
Citrus,DEHP,2016,18243,11008.43,0.6034330976264869
Citrus,Nitrates,1999,90943,60276420.0,662.7933980625227
Citrus,Nitrates,2000,90968,41002970.0,450.74059009761675
Citrus,Nitrates,2001,90583,48742060.0,538.092798869545
Citrus,Nitrates,2002,90303,43094900.0,477.2255628273701
Citrus,Nitrates,2003,90258,64809110.0,718.0428327682864
Citrus,Nitrates,2004,90968,55164710.0,606.418850584821
Citrus,Nitrates,2005,90583,54003170.0,596.1733437841538
Citrus,Nitrates,2006,90583,51926140.0,573.2437653864412
Citrus,Nitrates,2007,90583,64057470.0,707.1687844297495
Citrus,Nitrates,2008,90583,47099840.0,519.9633485311814
Citrus,Nitrates,2009,90465,59766120.0,660.654617807992
Citrus,Nitrates,2010,90490,46649990.0,515.5264670129296
Citrus,Nitrates,2011,90875,51587730.0,567.677909215956
Citrus,Nitrates,2012,90490,51993140.0,574.5733230191181
Citrus,Nitrates,2013,90490,59670120.0,659.4112056580838
Citrus,Nitrates,2014,89736,48350210.0,538.8050503699742
Citrus,Nitrates,2015,89736,57577500.0,641.632120887938
Citrus,Nitrates,2016,90165,56669070.0,628.5040758609216
Citrus,Uranium,2003,292,248.84,0.8521917808219178
Citrus,Uranium,2005,12426,9816.54,0.79
Citrus,Uranium,2006,21062,9707.19,0.46088643053841044
Citrus,Uranium,2008,37518,5650.57,0.15060957407111253
Citrus,Uranium,2009,9687,1330.0100000000002,0.13729844120986892
Citrus,Uranium,2010,7219,589.77,0.08169691092949162
Citrus,Uranium,2011,19620,4741.5,0.24166666666666667
Citrus,Uranium,2014,5548,2552.08,0.45999999999999996
Citrus,Uranium,2015,1025,557.76,0.5441560975609756
Citrus,Uranium,2016,5617,1067.23,0.19
Clackamas,Arsenic,2002,290745,313778.5,1.0792223426026244
Clackamas,Arsenic,2003,295690,193527.5,0.6544945720179918
Clackamas,Arsenic,2004,314517,364421.5,1.1586702785541003
Clackamas,Arsenic,2005,332313,310400.95,0.9340620138243163
Clackamas,Arsenic,2006,286425,701550.25,2.4493331587675655
Clackamas,Arsenic,2007,332428,880513.45,2.648734312392458
Clackamas,Arsenic,2008,288531,797577.8,2.7642707369398782
Clackamas,Arsenic,2009,307092,796232.7,2.5928148567855884
Clackamas,Arsenic,2010,312750,838296.8,2.680405435651479
Clackamas,Arsenic,2011,318674,439700.0,1.3797799632226038
Clackamas,Arsenic,2012,244245,656811.0,2.6891481913652275
Clackamas,Arsenic,2013,306900,764911.52,2.4923803193222547
Clackamas,Arsenic,2014,271330,660144.9,2.432996351306527
Clackamas,Arsenic,2015,280891,702567.0,2.501208653890655
Clackamas,Arsenic,2016,236279,638092.0,2.7005870178898674
Clackamas,DEHP,2002,294572,879980.0,2.9873171924011785
Clackamas,DEHP,2003,56976,170733.0,2.9965775063184497
Clackamas,DEHP,2004,151564,454386.0,2.997981050909187
Clackamas,DEHP,2005,204210,518108.0,2.537133343127173
Clackamas,DEHP,2006,145693,187551.25,1.287304468986156
Clackamas,DEHP,2007,165325,203769.25,1.2325374262815667
Clackamas,DEHP,2008,257341,254174.4,0.9876949261874323
Clackamas,DEHP,2009,116194,110424.0,0.950341669965747
Clackamas,DEHP,2010,198936,195433.41,0.9823933827964773
Clackamas,DEHP,2011,309845,271081.54000000004,0.8748940276589909
Clackamas,DEHP,2012,103868,71797.4,0.6912369545962183
Clackamas,DEHP,2013,196135,162653.9,0.8292956382083768
Clackamas,DEHP,2014,275826,214383.6,0.7772421744143047
Clackamas,DEHP,2015,173556,117618.95,0.6777002811772569
Clackamas,DEHP,2016,169674,119045.00000000001,0.7016101465162606
Clackamas,Nitrates,2002,319891,74169250.0,231.85788284134284
Clackamas,Nitrates,2003,347675,153333500.0,441.0253829006975
Clackamas,Nitrates,2004,356958,164800190.0,461.6794973078065
Clackamas,Nitrates,2005,353888,110396390.0,311.9529060041595
Clackamas,Nitrates,2006,336346,176694700.0,525.3361122177757
Clackamas,Nitrates,2007,371088,193190580.0,520.6058401241754
Clackamas,Nitrates,2008,307615,184193870.0,598.7805211059278
Clackamas,Nitrates,2009,371463,134589250.0,362.32208860640225
Clackamas,Nitrates,2010,371503,212627500.0,572.3439649208755
Clackamas,Nitrates,2011,369490,123419570.0,334.0268207529297
Clackamas,Nitrates,2012,379336,163115150.0,430.001766244174
Clackamas,Nitrates,2013,378973,177514340.0,468.4089367844147
Clackamas,Nitrates,2014,361217,106505520.0,294.8519034264722
Clackamas,Nitrates,2015,363008,112693750.0,310.4442601815938
Clackamas,Nitrates,2016,362345,109906380.0,303.31970911700176
Clackamas,Uranium,2002,258350,51699.5,0.20011418618153667
Clackamas,Uranium,2003,135434,14459.599999999999,0.10676491870579026
Clackamas,Uranium,2004,80,80.0,1.0
Clackamas,Uranium,2005,3005,3065.0,1.0199667221297837
Clackamas,Uranium,2006,5886,5886.0,1.0
Clackamas,Uranium,2007,19354,19330.0,0.9987599462643382
Clackamas,Uranium,2008,135674,135646.0,0.9997936229491281
Clackamas,Uranium,2009,76457,76457.0,1.0
Clackamas,Uranium,2010,1265,1200.6,0.949090909090909
Clackamas,Uranium,2011,97723,97723.0,1.0
Clackamas,Uranium,2012,56274,56274.0,1.0
Clackamas,Uranium,2013,39003,39288.0,1.0073071302207524
Clackamas,Uranium,2014,860,1720.0,2.0
Clackamas,Uranium,2015,44807,44807.0,1.0
Clackamas,Uranium,2016,26100,23689.6,0.907647509578544
Claiborne,Arsenic,2002,1260,0.0,0.0
Claiborne,DEHP,2002,1260,0.0,0.0
Claiborne,DEHP,2011,3900,3276.0,0.84
Claiborne,DEHP,2012,363,177.87,0.49
Claiborne,Uranium,2011,1660,0.0,0.0
Clallam,Arsenic,2000,8128,40467.5,4.978777066929134
Clallam,Arsenic,2001,1255,3137.5,2.5
Clallam,Arsenic,2002,39642,48462.5,1.2225039099944504
Clallam,Arsenic,2003,8472,18028.0,2.12795089707271
Clallam,Arsenic,2004,22247,31925.5,1.4350474221243315
Clallam,Arsenic,2005,18618,23100.0,1.2407347728005156
Clallam,Arsenic,2006,29021,32263.0,1.1117122084008133
Clallam,Arsenic,2007,26841,45983.0,1.7131626988562274
Clallam,Arsenic,2008,18745,30551.0,1.6298212856761802
Clallam,Arsenic,2009,24174,36253.5,1.4996897493174486
Clallam,Arsenic,2010,6026,9080.0,1.5068038499834053
Clallam,Arsenic,2011,36407,55071.5,1.5126624000878952
Clallam,Arsenic,2012,3786,5808.700000000001,1.534257791864765
Clallam,Arsenic,2013,4776,12082.079999999998,2.5297487437185926
Clallam,Arsenic,2014,20461,60332.6,2.948663310688627
Clallam,Arsenic,2015,28831,80467.7,2.791013145572474
Clallam,Arsenic,2016,29805,29363.3,0.9851803388693172
Clallam,DEHP,2003,1065,692.2500000000001,0.6500000000000001
Clallam,DEHP,2004,79,51.35,0.65
Clallam,DEHP,2005,5409,3515.85,0.65
Clallam,DEHP,2006,12183,7918.950000000001,0.65
Clallam,DEHP,2007,5648,3671.2,0.65
Clallam,DEHP,2008,167,108.55000000000001,0.65
Clallam,DEHP,2009,35502,23076.300000000003,0.6500000000000001
Clallam,DEHP,2010,5817,3781.05,0.65
Clallam,DEHP,2011,19278,12530.7,0.65
Clallam,DEHP,2012,1927,443.21000000000004,0.23
Clallam,DEHP,2013,8085,1859.5500000000002,0.23
Clallam,DEHP,2014,20070,4616.099999999999,0.22999999999999998
Clallam,DEHP,2015,10995,2528.8500000000004,0.23000000000000004
Clallam,DEHP,2016,8526,5541.9,0.6499999999999999
Clallam,Nitrates,1999,373,857900.0,2300.0
Clallam,Nitrates,2000,8501,10866650.0,1278.2790259969415
Clallam,Nitrates,2001,1495,710750.0,475.4180602006689
Clallam,Nitrates,2002,52322,31924810.0,610.1603531975078
Clallam,Nitrates,2003,52699,36663390.0,695.7132013890207
Clallam,Nitrates,2004,53697,27290640.0,508.2339795519303
Clallam,Nitrates,2005,53820,36498180.0,678.1527313266444
Clallam,Nitrates,2006,53689,31721450.0,590.8370429696959
Clallam,Nitrates,2007,52037,27631250.0,530.9923708130754
Clallam,Nitrates,2008,53974,30170910.0,558.9896987438397
Clallam,Nitrates,2009,52657,29667470.0,563.4098030651196
Clallam,Nitrates,2010,54002,31821470.0,589.2646568645606
Clallam,Nitrates,2011,53929,33596550.0,622.9774332919209
Clallam,Nitrates,2012,54640,30114210.0,551.1385431918009
Clallam,Nitrates,2013,54211,29461510.0,543.4599988932135
Clallam,Nitrates,2014,54333,30376950.0,559.0883993153333
Clallam,Nitrates,2015,54923,30676260.0,558.5321267956958
Clallam,Nitrates,2016,55875,37287780.0,667.3428187919463
Clallam,Uranium,2016,3278,1646.0,0.5021354484441732
Clarendon,Arsenic,2005,11134,27835.0,2.5
Clarendon,Arsenic,2006,951,2377.5,2.5
Clarendon,Arsenic,2007,7096,17740.0,2.5
Clarendon,Arsenic,2008,10321,25802.5,2.5
Clarendon,Arsenic,2009,3018,7545.0,2.5
Clarendon,Arsenic,2010,423,1057.5,2.5
Clarendon,Arsenic,2011,13873,34682.5,2.5
Clarendon,Arsenic,2012,216,540.0,2.5
Clarendon,Arsenic,2013,5810,14525.0,2.5
Clarendon,Arsenic,2014,13681,34202.5,2.5
Clarendon,Arsenic,2015,154,385.0,2.5
Clarendon,Nitrates,2005,13192,201130.0,15.246361431170406
Clarendon,Nitrates,2006,13322,231000.0,17.339738777961266
Clarendon,Nitrates,2007,13322,190220.0,14.278636841315118
Clarendon,Nitrates,2008,13482,435570.0,32.30752113929684
Clarendon,Nitrates,2009,13442,446690.0,33.23091801815206
Clarendon,Nitrates,2010,13441,520270.0,38.70768544007142
Clarendon,Nitrates,2011,14049,427880.0,30.456260232044986
Clarendon,Nitrates,2012,13857,264120.0,19.06040268456376
Clarendon,Nitrates,2013,13795,340510.0,24.683581007611455
Clarendon,Nitrates,2014,13795,831340.0000000001,60.26386371873868
Clarendon,Nitrates,2015,13795,647060.0,46.90540050743023
Clarendon,Nitrates,2016,13675,483450.0,35.352833638025594
Clarendon,Uranium,2008,790,395.0,0.5
Clarendon,Uranium,2011,9709,28115.270000000004,2.895794623545165
Clarion,Arsenic,2000,8204,4802.0,0.5853242320819113
Clarion,Arsenic,2002,16600,33200.0,2.0
Clarion,Arsenic,2003,1530,863.0,0.5640522875816993
Clarion,Arsenic,2004,7497,10958.5,1.4617180205415499
Clarion,Arsenic,2006,26825,23670.5,0.8824044734389562
Clarion,Arsenic,2007,20655,17252.5,0.8352699104333091
Clarion,Arsenic,2008,20655,17252.5,0.8352699104333091
Clarion,Arsenic,2009,25909,22816.5,0.8806399320699371
Clarion,Arsenic,2010,20655,17252.5,0.8352699104333091
